Timestamp,Lat,Lon,Distance
2025-03-30 12:33:23,423652404,-711366046,7.27
2025-03-30 12:33:24,423652407,-711366056,6.98
2025-03-30 12:33:24,423652411,-711366065,6.7
2025-03-30 12:33:25,423652414,-711366069,6.55
2025-03-30 12:33:26,423652421,-711366071,6.36
2025-03-30 12:33:27,423652425,-711366076,6.17
2025-03-30 12:33:28,423652427,-711366080,6.04
2025-03-30 12:33:29,423652426,-711366081,6.04
2025-03-30 12:33:30,423652425,-711366083,6.01
2025-03-30 12:33:31,423652424,-711366083,6.03
2025-03-30 12:33:32,423652423,-711366084,6.03
2025-03-30 12:33:33,423652422,-711366086,6.01
2025-03-30 12:33:34,423652417,-711366086,6.11
2025-03-30 12:33:36,423652422,-711366089,5.94
2025-03-30 12:33:36,423652426,-711366090,5.83
2025-03-30 12:33:37,423652427,-711366096,5.68
2025-03-30 12:33:38,423652431,-711366100,5.51
2025-03-30 12:33:39,423652432,-711366101,5.47
2025-03-30 12:33:40,423652429,-711366098,5.59
2025-03-30 12:33:41,423652437,-711366094,5.52
2025-03-30 12:33:43,423652440,-711366095,5.44
2025-03-30 12:33:43,423652443,-711366096,5.36
2025-03-30 12:33:44,423652443,-711366095,5.39
2025-03-30 12:33:45,423652447,-711366094,5.34
2025-03-30 12:33:46,423652445,-711366096,5.33
2025-03-30 12:33:47,423652444,-711366097,5.32
2025-03-30 12:33:48,423652444,-711366096,5.35
2025-03-30 12:33:49,423652444,-711366100,5.25
2025-03-30 12:33:50,423652442,-711366103,5.22
2025-03-30 12:33:51,423652441,-711366105,5.2
2025-03-30 12:33:52,423652441,-711366104,5.22
2025-03-30 12:33:53,423652440,-711366102,5.28
2025-03-30 12:33:54,423652436,-711366100,5.41
2025-03-30 12:33:55,423652444,-711366101,5.23
2025-03-30 12:33:56,423652451,-711366100,5.13
2025-03-30 12:33:57,423652451,-711366098,5.18
2025-03-30 12:33:58,423652453,-711366098,5.14
2025-03-30 12:33:59,423652449,-711366096,5.26
2025-03-30 12:34:00,423652443,-711366098,5.32
2025-03-30 12:34:01,423652439,-711366106,5.21
2025-03-30 12:34:02,423652424,-711366109,5.47
2025-03-30 12:34:03,423652421,-711366109,5.53
2025-03-30 12:34:04,423652420,-711366109,5.56
2025-03-30 12:34:05,423652425,-711366108,5.46
2025-03-30 12:34:06,423652427,-711366106,5.46
2025-03-30 12:34:07,423652427,-711366104,5.51
2025-03-30 12:34:08,423652430,-711366102,5.49
2025-03-30 12:34:09,423652434,-711366099,5.47
2025-03-30 12:34:10,423652436,-711366097,5.48
2025-03-30 12:34:11,423652438,-711366094,5.5
2025-03-30 12:34:12,423652440,-711366092,5.51
2025-03-30 12:34:13,423652444,-711366093,5.42
2025-03-30 12:34:14,423652443,-711366095,5.39
2025-03-30 12:34:15,423652442,-711366095,5.41
2025-03-30 12:34:16,423652438,-711366096,5.46
2025-03-30 12:34:17,423652434,-711366097,5.51
2025-03-30 12:34:18,423652434,-711366100,5.45
2025-03-30 12:34:19,423652436,-711366103,5.34
2025-03-30 12:34:20,423652435,-711366108,5.25
2025-03-30 12:34:21,423652435,-711366111,5.18
2025-03-30 12:34:22,423652426,-711366119,5.21
2025-03-30 12:34:23,423652425,-711366124,5.13
2025-03-30 12:34:24,423652425,-711366133,4.95
2025-03-30 12:34:25,423652420,-711366140,4.94
2025-03-30 12:34:26,423652416,-711366139,5.07
2025-03-30 12:34:27,423652420,-711366141,4.92
2025-03-30 12:34:28,423652421,-711366140,4.92
2025-03-30 12:34:29,423652411,-711366146,5.08
2025-03-30 12:34:30,423652413,-711366141,5.11
2025-03-30 12:34:31,423652414,-711366137,5.16
2025-03-30 12:34:32,423652420,-711366132,5.1
2025-03-30 12:34:33,423652422,-711366124,5.2
2025-03-30 12:34:34,423652419,-711366117,5.42
2025-03-30 12:34:35,423652419,-711366113,5.5
2025-03-30 12:34:36,423652418,-711366108,5.63
2025-03-30 12:34:38,423652415,-711366102,5.82
2025-03-30 12:34:39,423652418,-711366097,5.86
2025-03-30 12:34:40,423652410,-711366092,6.14
2025-03-30 12:34:41,423652403,-711366088,6.39
2025-03-30 12:34:42,423652398,-711366083,6.61
2025-03-30 12:34:43,423652391,-711366079,6.86
2025-03-30 12:34:44,423652384,-711366072,7.17
2025-03-30 12:34:45,423652381,-711366064,7.41
2025-03-30 12:34:46,423652383,-711366055,7.54
2025-03-30 12:34:47,423652381,-711366050,7.69
2025-03-30 12:34:48,423652377,-711366045,7.89
2025-03-30 12:34:49,423652372,-711366039,8.13
2025-03-30 12:34:50,423652370,-711366035,8.26
2025-03-30 12:34:51,423652366,-711366037,8.31
2025-03-30 12:34:52,423652368,-711366038,8.25
2025-03-30 12:34:53,423652375,-711366041,8.02
2025-03-30 12:34:54,423652389,-711366041,7.7
2025-03-30 12:34:55,423652395,-711366042,7.54
2025-03-30 12:34:56,423652402,-711366047,7.29
2025-03-30 12:34:57,423652408,-711366047,7.16
2025-03-30 12:34:58,423652416,-711366051,6.91
2025-03-30 12:34:59,423652421,-711366051,6.82
2025-03-30 12:35:00,423652428,-711366056,6.57
2025-03-30 12:35:01,423652433,-711366057,6.46
2025-03-30 12:35:02,423652439,-711366057,6.36
2025-03-30 12:35:03,423652445,-711366061,6.17
2025-03-30 12:35:04,423652451,-711366064,6.0
2025-03-30 12:35:05,423652461,-711366067,5.79
2025-03-30 12:35:06,423652453,-711366070,5.83
2025-03-30 12:35:06,423652441,-711366075,5.89
2025-03-30 12:35:08,423652426,-711366077,6.13
2025-03-30 12:35:08,423652416,-711366084,6.18
2025-03-30 12:35:09,423652413,-711366089,6.14
2025-03-30 12:35:11,423652405,-711366095,6.2
2025-03-30 12:35:12,423652392,-711366099,6.45
2025-03-30 12:35:12,423652387,-711366101,6.54
2025-03-30 12:35:14,423652383,-711366106,6.55
2025-03-30 12:35:14,423652382,-711366109,6.53
2025-03-30 12:35:16,423652381,-711366110,6.54
2025-03-30 12:35:16,423652377,-711366113,6.6
2025-03-30 12:35:18,423652368,-711366114,6.84
2025-03-30 12:35:18,423652361,-711366116,7.01
2025-03-30 12:35:19,423652358,-711366116,7.1
2025-03-30 12:35:20,423652351,-711366120,7.25
2025-03-30 12:35:21,423652344,-711366126,7.38
2025-03-30 12:35:23,423652339,-711366124,7.57
2025-03-30 12:35:23,423652342,-711366123,7.49
2025-03-30 12:35:24,423652351,-711366119,7.27
2025-03-30 12:35:25,423652364,-711366113,6.97
2025-03-30 12:35:26,423652375,-711366108,6.74
2025-03-30 12:35:27,423652383,-711366103,6.61
2025-03-30 12:35:28,423652389,-711366098,6.54
2025-03-30 12:35:29,423652396,-711366091,6.5
2025-03-30 12:35:30,423652397,-711366082,6.66
2025-03-30 12:35:31,423652395,-711366075,6.85
2025-03-30 12:35:32,423652396,-711366073,6.86
2025-03-30 12:35:33,423652402,-711366078,6.62
2025-03-30 12:35:34,423652406,-711366083,6.42
2025-03-30 12:35:35,423652413,-711366086,6.2
2025-03-30 12:35:36,423652415,-711366087,6.14
2025-03-30 12:35:37,423652414,-711366092,6.05
2025-03-30 12:35:38,423652418,-711366098,5.83
2025-03-30 12:35:39,423652420,-711366106,5.62
2025-03-30 12:35:40,423652422,-711366115,5.39
2025-03-30 12:35:41,423652423,-711366124,5.18
2025-03-30 12:35:42,423652423,-711366135,4.96
2025-03-30 12:35:43,423652427,-711366144,4.69
2025-03-30 12:35:44,423652436,-711366153,4.28
2025-03-30 12:35:45,423652442,-711366160,4.0
2025-03-30 12:35:46,423652446,-711366162,3.86
2025-03-30 12:35:47,423652450,-711366173,3.54
2025-03-30 12:35:48,423652448,-711366177,3.51
2025-03-30 12:35:49,423652451,-711366186,3.27
2025-03-30 12:35:50,423652450,-711366194,3.15
2025-03-30 12:35:51,423652451,-711366198,3.06
2025-03-30 12:35:52,423652446,-711366204,3.11
2025-03-30 12:35:53,423652443,-711366202,3.23
2025-03-30 12:35:54,423652441,-711366204,3.27
2025-03-30 12:35:55,423652435,-711366208,3.4
2025-03-30 12:35:56,423652429,-711366212,3.55
2025-03-30 12:35:57,423652427,-711366220,3.53
2025-03-30 12:35:58,423652420,-711366222,3.75
2025-03-30 12:35:59,423652410,-711366221,4.1
2025-03-30 12:36:00,423652403,-711366225,4.32
2025-03-30 12:36:01,423652394,-711366229,4.61
2025-03-30 12:36:02,423652385,-711366231,4.92
2025-03-30 12:36:03,423652381,-711366231,5.06
2025-03-30 12:36:04,423652379,-711366232,5.13
2025-03-30 12:36:05,423652377,-711366234,5.19
2025-03-30 12:36:06,423652374,-711366232,5.31
2025-03-30 12:36:07,423652371,-711366227,5.44
2025-03-30 12:36:08,423652369,-711366222,5.54
2025-03-30 12:36:09,423652370,-711366217,5.54
2025-03-30 12:36:10,423652369,-711366214,5.59
2025-03-30 12:36:11,423652370,-711366202,5.65
2025-03-30 12:36:12,423652372,-711366195,5.64
2025-03-30 12:36:13,423652371,-711366192,5.71
2025-03-30 12:36:14,423652371,-711366184,5.79
2025-03-30 12:36:15,423652373,-711366177,5.8
2025-03-30 12:36:16,423652377,-711366169,5.76
2025-03-30 12:36:18,423652384,-711366162,5.63
2025-03-30 12:36:19,423652392,-711366151,5.54
2025-03-30 12:36:20,423652396,-711366142,5.57
2025-03-30 12:36:21,423652396,-711366137,5.65
2025-03-30 12:36:22,423652396,-711366131,5.76
2025-03-30 12:36:23,423652398,-711366124,5.82
2025-03-30 12:36:24,423652397,-711366116,6.0
2025-03-30 12:36:25,423652396,-711366110,6.13
2025-03-30 12:36:26,423652393,-711366105,6.31
2025-03-30 12:36:27,423652392,-711366100,6.43
2025-03-30 12:36:28,423652399,-711366093,6.39
2025-03-30 12:36:29,423652404,-711366088,6.37
2025-03-30 12:36:30,423652406,-711366083,6.42
2025-03-30 12:36:31,423652407,-711366077,6.53
2025-03-30 12:36:32,423652408,-711366073,6.59
2025-03-30 12:36:33,423652408,-711366069,6.68
2025-03-30 12:36:34,423652413,-711366065,6.66
2025-03-30 12:36:35,423652413,-711366062,6.73
2025-03-30 12:36:36,423652410,-711366059,6.85
2025-03-30 12:36:37,423652408,-711366057,6.94
2025-03-30 12:36:38,423652413,-711366053,6.93
2025-03-30 12:36:39,423652417,-711366049,6.94
2025-03-30 12:36:40,423652415,-711366050,6.96
2025-03-30 12:36:41,423652410,-711366055,6.94
2025-03-30 12:36:42,423652405,-711366059,6.96
2025-03-30 12:36:43,423652403,-711366064,6.89
2025-03-30 12:36:43,423652400,-711366069,6.85
2025-03-30 12:36:44,423652396,-711366075,6.82
2025-03-30 12:36:45,423652393,-711366078,6.83
2025-03-30 12:36:46,423652380,-711366081,7.1
2025-03-30 12:36:48,423652369,-711366085,7.31
2025-03-30 12:36:48,423652366,-711366083,7.43
2025-03-30 12:36:50,423652353,-711366087,7.72
