Timestamp,Distance
2025-03-28 16:34:00,5.06
2025-03-28 16:34:00,4.97
2025-03-28 16:34:01,4.86
2025-03-28 16:34:02,5.01
2025-03-28 16:34:03,5.12
2025-03-28 16:34:04,5.36
2025-03-28 16:34:05,5.54
2025-03-28 16:34:06,5.75
2025-03-28 16:34:07,5.86
2025-03-28 16:34:08,5.92
2025-03-28 16:34:09,6.0
2025-03-28 16:34:10,5.88
2025-03-28 16:34:11,5.43
2025-03-28 16:34:12,5.03
2025-03-28 16:34:13,4.76
2025-03-28 16:34:14,4.63
2025-03-28 16:34:15,4.54
2025-03-28 16:34:16,4.14
2025-03-28 16:34:17,3.96
2025-03-28 16:34:18,3.69
2025-03-28 16:34:19,3.43
2025-03-28 16:34:20,3.13
2025-03-28 16:34:21,2.69
2025-03-28 16:34:22,2.18
2025-03-28 16:34:23,1.86
2025-03-28 16:34:24,1.46
2025-03-28 16:34:25,1.18
2025-03-28 16:34:26,0.94
2025-03-28 16:34:27,0.87
2025-03-28 16:34:28,0.8
2025-03-28 16:34:29,0.89
2025-03-28 16:34:30,0.92
