Timestamp,Lat,Lon,Angle,Distance
2025-03-30 12:50:31,423652189,-711366057,334.58,13.25
2025-03-30 12:50:32,423652189,-711366057,334.58,13.25
2025-03-30 12:50:33,423652188,-711366057,334.65,13.28
2025-03-30 12:50:34,423652187,-711366057,334.71,13.31
2025-03-30 12:50:35,423652185,-711366055,334.64,13.4
2025-03-30 12:50:36,423652183,-711366054,334.67,13.48
2025-03-30 12:50:37,423652180,-711366051,334.56,13.61
2025-03-30 12:50:38,423652176,-711366047,334.41,13.79
2025-03-30 12:50:39,423652172,-711366044,334.37,13.96
2025-03-30 12:50:40,423652170,-711366042,334.3,14.05
2025-03-30 12:50:41,423652167,-711366040,334.3,14.17
2025-03-30 12:50:42,423652164,-711366039,334.39,14.28
2025-03-30 12:50:43,423652160,-711366037,334.45,14.44
2025-03-30 12:50:44,423652157,-711366036,334.54,14.55
2025-03-30 12:50:45,423652154,-711366034,334.53,14.67
2025-03-30 12:50:46,423652149,-711366032,334.65,14.86
2025-03-30 12:50:47,423652146,-711366030,334.64,14.98
2025-03-30 12:50:48,423652143,-711366028,334.63,15.1
2025-03-30 12:50:49,423652139,-711366026,334.68,15.25
2025-03-30 12:50:50,423652136,-711366023,334.59,15.39
2025-03-30 12:50:51,423652133,-711366022,334.67,15.5
2025-03-30 12:50:52,423652129,-711366021,334.81,15.64
2025-03-30 12:50:53,423652128,-711366020,334.78,15.69
2025-03-30 12:50:54,423652126,-711366019,334.8,15.76
2025-03-30 12:50:55,423652123,-711366018,334.88,15.87
2025-03-30 12:50:56,423652121,-711366017,334.91,15.95
2025-03-30 12:50:57,423652119,-711366016,334.93,16.03
2025-03-30 12:50:58,423652117,-711366013,334.78,16.13
2025-03-30 12:50:59,423652115,-711366010,334.63,16.23
2025-03-30 12:51:00,423652114,-711366007,334.43,16.3
2025-03-30 12:51:01,423652112,-711366004,334.28,16.4
2025-03-30 12:51:02,423652111,-711366002,334.17,16.46
2025-03-30 12:51:03,423652110,-711366000,334.06,16.51
2025-03-30 12:51:04,423652110,-711365999,333.97,16.52
2025-03-30 12:51:05,423652110,-711365997,333.8,16.55
2025-03-30 12:51:06,423652110,-711365997,333.8,16.55
2025-03-30 12:51:07,423652109,-711365997,333.86,16.58
2025-03-30 12:51:08,423652109,-711365995,333.69,16.6
2025-03-30 12:51:09,423652109,-711365994,333.61,16.62
2025-03-30 12:51:10,423652107,-711365993,333.64,16.69
